symbol,price,cost_100_shares,target_price,earnings_date,tv_rating,score,chance_of_profit,iv,delta,strike,expiration_date,premium
PANW,177.09,17709.0,212.11702,,,0.5884922476048942,89.57729439367186,1.0,0.8957729439367186,92.5,2026-01-16,115.5
IRM,91.49,9149.0,114.4,,,0.5876694203284174,81.27322803501424,1.0,0.8127322803501424,62.5,2026-01-16,44.05
MET,77.33,7733.0,92.07143,,,0.5869996287053671,89.90529088184425,1.0,0.8990529088184425,62.5,2025-09-19,17.38
AMT,206.12,20612.0,249.21053,,,0.5867104403339707,86.9968876422425,1.0,0.8699688764224249,125.0,2026-01-16,92.79
FCX,42.36,4236.0,50.32105,,,0.585133924858042,89.37627546018243,1.0,0.8937627546018243,31.0,2025-12-19,15.04
EQT,52.85,5285.0,63.44,,,0.5844527724501993,87.16962179747433,1.0,0.8716962179747434,28.0,2026-01-16,29.6
HWM,171.25,17125.0,202.3405,,,0.5837057543485581,89.62032242975351,1.0,0.8962032242975351,80.0,2026-01-16,92.1
GFS,33.07,3307.0,39.90579,,,0.5817457179691974,84.86685656548772,1.0,0.8486685656548772,22.5,2025-09-19,19.5
MELI,2392.3,239230.00000000003,2842.923,,,0.5816678759713887,87.57935035036435,1.0,0.8757935035036435,1680.0,2026-01-16,991.71
MCHP,65.71,6570.999999999999,76.91667,,,0.5805385071350979,89.68714277771477,1.0,0.8968714277771477,37.5,2025-10-17,23.65
GEHC,73.4,7340.000000000001,88.003,,,0.5799947828854745,85.15474839096613,1.0,0.8515474839096613,55.0,2026-01-16,21.35
COF,215.43,21543.0,252.7619,,,0.5794804463830896,88.74669861279534,1.0,0.8874669861279534,140.0,2025-11-21,58.39
KEY,18.04,1804.0,21.16818,,,0.5789635634316728,88.47141586217784,1.0,0.8847141586217784,13.0,2025-09-19,3.71
PYPL,69.23,6923.0,83.05152,,,0.5789545105540569,84.53029586636835,1.0,0.8453029586636835,42.5,2025-12-19,31.3
NRG,148.62,14862.0,173.05556,,,0.5786057797038422,89.64043526976523,1.0,0.8964043526976524,90.0,2025-11-21,67.6
BXP,65.44,6544.0,76.27778,,,0.5780883185652066,89.20205964935144,1.0,0.8920205964935144,40.0,2026-01-16,22.8
AXON,754.24,75424.0,873.67334,,,0.5770572496059065,89.77623696884211,1.0,0.8977623696884212,340.0,2026-01-16,396.0
